Date,Meal Time,Expected Diners,Actual Diners,Food Prepared (kg),Food Consumed (kg),Portion Size (g),Food Waste (kg),Special Event,Satisfaction Score,Waste Feedback,Surplus Food (kg),Food Distributed (kg),Weather,Suggestions
2024-09-01,Breakfast,125,132,42.13,34.9,192,7.23,Staff Meeting,3,Minimal Waste,2.56,2.55,Sunny,Portion sizes seem optimal; continue as is.
2024-05-12,Lunch,180,173,33.07,27.51,249,5.56,Holiday,4,High Waste,3.05,0.15,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-02-09,Dinner,249,229,32.5,28.86,263,3.64,Staff Meeting,4,High Waste,3.26,2.16,Rainy,Reduce portion size by 10-20% for the next meal.
2024-03-16,Lunch,184,196,31.54,28.9,259,2.64,No Event,4,Minimal Waste,4.27,2.27,Sunny,Portion sizes seem optimal; continue as is.
2024-02-25,Dinner,198,186,43.75,37.92,250,5.83,Sports Day,3,Moderate Waste,3.44,0.18,Sunny,Increase portions slightly for high energy consumption.
2024-10-23,Dinner,196,211,37.79,29.07,252,8.72,Sports Day,3,Moderate Waste,3.09,0.26,Windy,Increase portions slightly for high energy consumption.
2024-05-20,Breakfast,143,138,36.22,25.16,185,11.06,Staff Meeting,3,Moderate Waste,0.88,0.31,Rainy,Consider offering warm food options.
2024-05-07,Lunch,172,163,40.73,27.16,239,13.57,No Event,5,High Waste,3.94,0.76,Windy,Reduce portion size by 10-20% for the next meal.
2024-03-05,Dinner,210,203,42.81,39.78,326,3.03,Staff Meeting,3,Minimal Waste,1.99,1.85,Rainy,Consider offering warm food options.
2024-01-23,Breakfast,113,129,33.64,26.23,180,7.41,Staff Meeting,3,High Waste,3.36,0.5,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-04-18,Dinner,180,162,45.5,27.56,222,17.94,Staff Meeting,1,Minimal Waste,0.85,0.61,Cloudy,Consider changing the menu or improving food quality.
2024-05-10,Lunch,166,149,31.83,27.81,267,4.02,Sports Day,5,Moderate Waste,4.04,0.64,Cloudy,Increase portions slightly for high energy consumption.
2024-09-25,Breakfast,128,113,47.64,36.8,230,10.84,Sports Day,1,Moderate Waste,4.26,0.37,Sunny,Consider changing the menu or improving food quality.
2024-08-27,Dinner,181,174,47.12,28.71,249,18.41,Holiday,1,High Waste,2.69,0.41,Sunny,Reduce portion size by 10-20% for the next meal.
2024-03-04,Dinner,187,171,48.05,25.24,278,22.81,No Event,4,Moderate Waste,2.75,0.71,Rainy,Consider offering warm food options.
2024-09-04,Lunch,189,181,43.99,39.05,283,4.94,No Event,1,High Waste,3.97,2.89,Rainy,Reduce portion size by 10-20% for the next meal.
2024-01-31,Lunch,178,163,47.93,32.09,272,15.84,Sports Day,5,High Waste,4.35,1.9,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-10-18,Lunch,178,196,34.9,25.82,293,9.08,No Event,5,Moderate Waste,3.07,1.84,Sunny,Portion sizes seem optimal; continue as is.
2024-01-04,Breakfast,105,122,37.79,35.33,209,2.46,Holiday,4,High Waste,4.56,1.01,Windy,Reduce portion size by 10-20% for the next meal.
2024-09-10,Dinner,222,237,40.05,37.37,331,2.68,Sports Day,3,High Waste,3.96,2.76,Rainy,Reduce portion size by 10-20% for the next meal.
2024-06-15,Breakfast,106,120,45.5,25.35,209,20.15,No Event,3,Moderate Waste,3.42,1.61,Cloudy,Portion sizes seem optimal; continue as is.
2024-08-19,Lunch,157,156,47.95,42.38,249,5.57,Sports Day,1,Minimal Waste,0.93,0.91,Windy,Consider changing the menu or improving food quality.
2024-10-03,Breakfast,117,137,39.05,37.02,235,2.03,No Event,1,High Waste,4.27,2.11,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-02-19,Dinner,211,198,38.18,27.8,298,10.38,Holiday,1,High Waste,0.8,0.78,Rainy,Reduce portion size by 10-20% for the next meal.
2024-02-16,Dinner,202,212,36.86,30.44,349,6.42,No Event,5,Minimal Waste,3.29,2.34,Sunny,Portion sizes seem optimal; continue as is.
2024-01-23,Dinner,200,198,41.1,29.77,267,11.33,Holiday,1,Minimal Waste,2.33,0.31,Cloudy,Consider changing the menu or improving food quality.
2024-10-26,Dinner,212,210,33.88,31.38,269,2.5,Staff Meeting,2,Minimal Waste,4.38,3.82,Rainy,Consider changing the menu or improving food quality.
2024-10-12,Lunch,154,174,31.19,25.78,264,5.41,Holiday,1,High Waste,2.19,2.1,Windy,Reduce portion size by 10-20% for the next meal.
2024-04-14,Breakfast,149,145,43.07,25.06,181,18.01,No Event,5,Minimal Waste,3.7,1.62,Rainy,Consider offering warm food options.
2024-09-26,Lunch,160,165,43.58,28.9,286,14.68,Sports Day,2,Moderate Waste,0.9,0.45,Rainy,Consider changing the menu or improving food quality.
2024-07-29,Lunch,162,173,48.04,25.53,281,22.51,Sports Day,5,High Waste,4.95,4.92,Rainy,Reduce portion size by 10-20% for the next meal.
2024-10-28,Dinner,242,228,46.22,28.45,206,17.77,Staff Meeting,5,High Waste,0.68,0.22,Sunny,Reduce portion size by 10-20% for the next meal.
2024-02-23,Dinner,229,228,46.63,31.84,340,14.79,Staff Meeting,1,High Waste,3.66,2.3,Sunny,Reduce portion size by 10-20% for the next meal.
2024-03-20,Breakfast,128,141,43.61,36.91,218,6.7,Staff Meeting,1,Moderate Waste,0.52,0.22,Rainy,Consider changing the menu or improving food quality.
2024-10-23,Lunch,193,194,42.93,27.29,285,15.64,Holiday,3,High Waste,3.81,2.58,Sunny,Reduce portion size by 10-20% for the next meal.
2024-09-27,Lunch,155,164,42.92,29.66,292,13.26,Staff Meeting,3,High Waste,3.22,2.26,Rainy,Reduce portion size by 10-20% for the next meal.
2024-05-07,Breakfast,124,138,34.12,28.11,211,6.01,Sports Day,5,Moderate Waste,2.73,1.61,Sunny,Increase portions slightly for high energy consumption.
2024-05-08,Breakfast,102,92,47.86,39.28,219,8.58,Staff Meeting,3,Moderate Waste,4.51,0.61,Windy,Portion sizes seem optimal; continue as is.
2024-01-30,Lunch,156,163,37.56,32.53,283,5.03,No Event,1,High Waste,2.36,1.82,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-02-18,Breakfast,142,156,34.27,27.81,189,6.46,Sports Day,1,Moderate Waste,0.95,0.75,Cloudy,Consider changing the menu or improving food quality.
2024-04-30,Dinner,210,206,30.82,25.38,291,5.44,No Event,3,High Waste,3.5,1.58,Windy,Reduce portion size by 10-20% for the next meal.
2024-05-06,Breakfast,133,126,48.99,40.67,212,8.32,No Event,4,Moderate Waste,2.42,2.34,Sunny,Portion sizes seem optimal; continue as is.
2024-08-27,Dinner,230,238,45.53,30.75,229,14.78,No Event,1,Minimal Waste,2.21,0.57,Rainy,Consider changing the menu or improving food quality.
2024-08-14,Breakfast,133,147,46.49,25.63,182,20.86,Holiday,3,Moderate Waste,3.01,0.69,Windy,Portion sizes seem optimal; continue as is.
2024-02-19,Lunch,165,159,35.14,28.52,300,6.62,Holiday,2,High Waste,2.57,0.66,Rainy,Reduce portion size by 10-20% for the next meal.
2024-05-24,Lunch,158,166,45.42,25.37,299,20.05,Staff Meeting,1,Moderate Waste,4.77,4.68,Cloudy,Consider changing the menu or improving food quality.
2024-02-08,Dinner,223,238,36.44,28.17,273,8.27,Staff Meeting,4,Moderate Waste,3.84,3.08,Rainy,Consider offering warm food options.
2024-04-18,Dinner,232,216,44.34,30.17,209,14.17,Staff Meeting,4,High Waste,0.8,0.29,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-06-09,Lunch,181,180,49.3,43.03,221,6.27,Staff Meeting,2,Moderate Waste,2.07,1.77,Rainy,Consider changing the menu or improving food quality.
2024-06-14,Dinner,231,249,40.79,33.37,329,7.42,Holiday,3,High Waste,3.46,0.73,Windy,Reduce portion size by 10-20% for the next meal.
2024-06-20,Dinner,233,245,49.28,30.3,315,18.98,Staff Meeting,5,Moderate Waste,2.32,1.45,Sunny,Portion sizes seem optimal; continue as is.
2024-10-21,Dinner,207,189,49.92,36.31,312,13.61,Sports Day,2,Moderate Waste,4.18,0.69,Windy,Consider changing the menu or improving food quality.
2024-03-08,Breakfast,150,151,39.36,32.92,183,6.44,Sports Day,5,Moderate Waste,2.81,1.75,Rainy,Increase portions slightly for high energy consumption.
2024-06-24,Breakfast,119,99,48.17,41.15,199,7.02,Holiday,4,Minimal Waste,3.7,0.74,Rainy,Consider offering warm food options.
2024-09-30,Lunch,161,174,45.52,36.77,244,8.75,No Event,5,High Waste,0.58,0.54,Rainy,Reduce portion size by 10-20% for the next meal.
2024-08-17,Dinner,210,210,33.14,27.47,293,5.67,No Event,5,Minimal Waste,1.39,0.88,Windy,Portion sizes seem optimal; continue as is.
2024-10-29,Dinner,206,197,47.55,25.2,214,22.35,Sports Day,2,Moderate Waste,3.79,2.16,Windy,Consider changing the menu or improving food quality.
2024-05-04,Dinner,194,174,50.0,41.73,207,8.27,Staff Meeting,1,Moderate Waste,2.89,1.18,Cloudy,Consider changing the menu or improving food quality.
2024-05-17,Dinner,213,193,40.13,38.19,333,1.94,Staff Meeting,3,Moderate Waste,3.2,3.07,Cloudy,Portion sizes seem optimal; continue as is.
2024-03-01,Dinner,218,230,46.64,43.48,236,3.16,No Event,2,Moderate Waste,4.87,0.82,Cloudy,Consider changing the menu or improving food quality.
2024-06-09,Breakfast,144,154,30.16,26.83,236,3.33,Holiday,1,Minimal Waste,0.92,0.8,Cloudy,Consider changing the menu or improving food quality.
2024-06-01,Dinner,224,218,46.59,32.8,218,13.79,Staff Meeting,3,Minimal Waste,1.9,0.85,Windy,Portion sizes seem optimal; continue as is.
2024-08-17,Lunch,185,169,32.0,29.46,227,2.54,No Event,3,Moderate Waste,2.78,0.69,Cloudy,Portion sizes seem optimal; continue as is.
2024-01-11,Lunch,165,149,42.93,37.0,258,5.93,Holiday,5,Moderate Waste,3.43,2.16,Windy,Portion sizes seem optimal; continue as is.
2024-01-15,Breakfast,129,132,43.02,29.53,202,13.49,Sports Day,5,High Waste,3.64,0.79,Windy,Reduce portion size by 10-20% for the next meal.
2024-05-22,Breakfast,150,143,39.53,29.24,247,10.29,No Event,5,High Waste,2.07,1.12,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-01-14,Dinner,232,245,38.87,29.63,301,9.24,Staff Meeting,5,Minimal Waste,3.04,0.33,Cloudy,Portion sizes seem optimal; continue as is.
2024-07-30,Breakfast,142,155,46.89,35.7,199,11.19,Holiday,2,Minimal Waste,1.71,1.71,Cloudy,Consider changing the menu or improving food quality.
2024-05-23,Breakfast,107,98,49.58,45.23,248,4.35,No Event,1,High Waste,1.31,1.06,Rainy,Reduce portion size by 10-20% for the next meal.
2024-04-03,Breakfast,117,110,34.94,29.68,243,5.26,Sports Day,3,Minimal Waste,3.45,2.49,Sunny,Increase portions slightly for high energy consumption.
2024-07-22,Breakfast,109,122,41.96,31.93,218,10.03,No Event,3,Moderate Waste,1.53,1.16,Windy,Portion sizes seem optimal; continue as is.
2024-08-05,Breakfast,150,153,30.59,27.39,199,3.2,Sports Day,4,Moderate Waste,2.98,1.42,Rainy,Increase portions slightly for high energy consumption.
2024-10-28,Dinner,230,213,30.89,29.96,308,0.93,No Event,5,Minimal Waste,1.63,0.67,Sunny,Portion sizes seem optimal; continue as is.
2024-09-15,Dinner,217,222,38.41,33.64,235,4.77,Staff Meeting,2,High Waste,2.39,0.91,Windy,Reduce portion size by 10-20% for the next meal.
2024-02-29,Lunch,156,141,36.48,26.23,249,10.25,Sports Day,1,High Waste,2.82,1.57,Rainy,Reduce portion size by 10-20% for the next meal.
2024-04-25,Breakfast,120,135,45.38,32.58,195,12.8,Holiday,3,Moderate Waste,3.7,0.19,Cloudy,Portion sizes seem optimal; continue as is.
2024-04-06,Breakfast,120,110,30.62,29.94,180,0.68,Sports Day,1,Moderate Waste,2.21,1.86,Windy,Consider changing the menu or improving food quality.
2024-05-29,Dinner,236,221,40.3,34.65,273,5.65,Sports Day,4,Minimal Waste,3.81,1.3,Sunny,Increase portions slightly for high energy consumption.
2024-05-11,Dinner,216,216,46.53,46.23,342,0.3,Staff Meeting,5,Moderate Waste,2.01,1.56,Sunny,Portion sizes seem optimal; continue as is.
2024-03-23,Dinner,238,250,37.3,37.04,273,0.26,Holiday,1,High Waste,4.72,0.12,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-08-04,Dinner,209,214,40.53,36.62,222,3.91,No Event,4,Moderate Waste,4.79,0.97,Sunny,Portion sizes seem optimal; continue as is.
2024-05-01,Dinner,204,224,35.35,31.06,206,4.29,No Event,3,High Waste,4.17,0.98,Rainy,Reduce portion size by 10-20% for the next meal.
2024-06-27,Breakfast,100,99,34.45,33.95,235,0.5,Staff Meeting,4,Moderate Waste,1.92,1.7,Rainy,Consider offering warm food options.
2024-06-16,Breakfast,117,98,39.33,31.56,184,7.77,Holiday,1,High Waste,2.9,2.64,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-07-31,Dinner,220,240,48.36,43.82,268,4.54,Holiday,2,High Waste,2.38,0.3,Rainy,Reduce portion size by 10-20% for the next meal.
2024-09-26,Lunch,170,165,44.45,40.22,230,4.23,Sports Day,4,Moderate Waste,1.07,0.84,Sunny,Increase portions slightly for high energy consumption.
2024-05-24,Breakfast,124,124,37.16,25.87,237,11.29,Sports Day,3,Minimal Waste,4.99,2.33,Cloudy,Increase portions slightly for high energy consumption.
2024-05-01,Breakfast,133,121,31.86,29.4,193,2.46,Staff Meeting,2,Minimal Waste,1.63,0.29,Cloudy,Consider changing the menu or improving food quality.
2024-09-12,Breakfast,135,139,38.44,35.25,197,3.19,Staff Meeting,2,Minimal Waste,0.47,0.35,Windy,Consider changing the menu or improving food quality.
2024-09-03,Lunch,197,203,38.54,30.46,261,8.08,Sports Day,3,High Waste,3.74,1.65,Rainy,Reduce portion size by 10-20% for the next meal.
2024-09-07,Dinner,202,198,44.0,37.87,232,6.13,Sports Day,5,Minimal Waste,2.94,1.23,Cloudy,Increase portions slightly for high energy consumption.
2024-10-31,Breakfast,141,127,41.28,27.98,203,13.3,Staff Meeting,5,High Waste,3.22,1.3,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-07-22,Dinner,184,174,35.75,34.0,319,1.75,Sports Day,1,Moderate Waste,2.43,2.33,Rainy,Consider changing the menu or improving food quality.
2024-06-28,Dinner,234,250,35.54,32.69,243,2.85,Sports Day,5,Minimal Waste,3.93,2.74,Cloudy,Increase portions slightly for high energy consumption.
2024-05-21,Breakfast,132,152,36.28,30.69,201,5.59,Staff Meeting,5,Moderate Waste,0.58,0.12,Rainy,Consider offering warm food options.
2024-01-09,Dinner,224,244,40.16,33.8,324,6.36,Sports Day,3,Minimal Waste,3.84,1.82,Windy,Increase portions slightly for high energy consumption.
2024-09-22,Breakfast,140,146,41.18,27.4,206,13.78,No Event,5,High Waste,2.33,1.5,Rainy,Reduce portion size by 10-20% for the next meal.
2024-02-24,Breakfast,113,115,42.23,26.46,206,15.77,Holiday,3,Minimal Waste,0.7,0.35,Cloudy,Portion sizes seem optimal; continue as is.
2024-06-05,Dinner,218,228,30.45,28.56,259,1.89,Staff Meeting,1,Moderate Waste,2.26,0.87,Rainy,Consider changing the menu or improving food quality.
2024-09-16,Breakfast,135,146,39.31,26.71,192,12.6,No Event,2,High Waste,3.23,0.57,Windy,Reduce portion size by 10-20% for the next meal.
2024-04-28,Dinner,238,239,45.22,25.57,347,19.65,Sports Day,5,High Waste,0.19,0.17,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-09-02,Dinner,212,208,46.63,32.79,231,13.84,Sports Day,3,Moderate Waste,5.0,0.9,Windy,Increase portions slightly for high energy consumption.
2024-10-01,Dinner,225,245,38.6,27.51,318,11.09,No Event,4,Minimal Waste,2.59,2.22,Windy,Portion sizes seem optimal; continue as is.
2024-02-06,Dinner,195,204,46.87,33.51,216,13.36,No Event,2,Moderate Waste,3.56,2.91,Rainy,Consider changing the menu or improving food quality.
2024-02-10,Lunch,177,183,42.71,38.32,292,4.39,Sports Day,5,Moderate Waste,3.39,1.28,Cloudy,Increase portions slightly for high energy consumption.
2024-02-10,Dinner,226,219,41.22,27.29,277,13.93,No Event,4,Moderate Waste,3.33,2.13,Sunny,Portion sizes seem optimal; continue as is.
2024-10-17,Dinner,183,164,44.01,42.95,271,1.06,Staff Meeting,5,Moderate Waste,0.35,0.3,Rainy,Consider offering warm food options.
2024-05-29,Lunch,191,186,31.46,30.97,284,0.49,No Event,3,Moderate Waste,1.23,0.59,Cloudy,Portion sizes seem optimal; continue as is.
2024-06-23,Breakfast,125,139,44.39,32.5,204,11.89,Holiday,5,High Waste,3.97,0.39,Rainy,Reduce portion size by 10-20% for the next meal.
2024-07-23,Breakfast,134,144,39.81,33.35,207,6.46,Holiday,5,Moderate Waste,1.21,0.57,Cloudy,Portion sizes seem optimal; continue as is.
2024-03-14,Dinner,204,205,35.96,33.26,230,2.7,Holiday,2,Minimal Waste,4.47,1.69,Windy,Consider changing the menu or improving food quality.
2024-01-04,Breakfast,122,118,41.93,25.37,245,16.56,No Event,3,High Waste,2.8,1.26,Windy,Reduce portion size by 10-20% for the next meal.
2024-09-22,Breakfast,121,112,49.66,44.37,243,5.29,Sports Day,1,Minimal Waste,2.24,1.37,Sunny,Consider changing the menu or improving food quality.
2024-04-14,Breakfast,117,132,49.64,44.28,226,5.36,No Event,4,Minimal Waste,3.64,2.59,Sunny,Portion sizes seem optimal; continue as is.
2024-06-17,Lunch,177,179,34.11,30.63,294,3.48,Sports Day,1,Minimal Waste,2.34,2.14,Sunny,Consider changing the menu or improving food quality.
2024-02-21,Lunch,176,189,38.02,28.7,243,9.32,Sports Day,3,High Waste,1.76,0.84,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-06-23,Lunch,181,183,49.16,34.13,241,15.03,Holiday,1,Moderate Waste,0.45,0.25,Sunny,Consider changing the menu or improving food quality.
2024-08-18,Breakfast,131,133,45.42,29.25,221,16.17,Holiday,4,Minimal Waste,3.77,1.99,Cloudy,Portion sizes seem optimal; continue as is.
2024-08-22,Lunch,183,182,44.82,34.68,293,10.14,Staff Meeting,1,High Waste,2.25,1.49,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-01-04,Lunch,200,209,33.92,28.96,265,4.96,Staff Meeting,4,Moderate Waste,3.09,2.34,Windy,Portion sizes seem optimal; continue as is.
2024-05-26,Breakfast,130,123,49.87,34.49,243,15.38,Holiday,3,Moderate Waste,3.38,1.88,Sunny,Portion sizes seem optimal; continue as is.
2024-01-07,Breakfast,138,140,31.69,26.88,246,4.81,No Event,4,Minimal Waste,0.42,0.33,Windy,Portion sizes seem optimal; continue as is.
2024-01-13,Lunch,177,181,44.15,30.63,283,13.52,Staff Meeting,3,Minimal Waste,3.25,2.87,Cloudy,Portion sizes seem optimal; continue as is.
2024-02-09,Breakfast,145,140,39.58,35.83,204,3.75,No Event,3,High Waste,3.07,2.81,Sunny,Reduce portion size by 10-20% for the next meal.
2024-09-16,Lunch,191,190,40.13,33.73,299,6.4,No Event,1,Minimal Waste,2.81,0.72,Rainy,Consider changing the menu or improving food quality.
2024-02-27,Lunch,198,217,35.58,28.73,261,6.85,Staff Meeting,1,High Waste,2.95,1.38,Windy,Reduce portion size by 10-20% for the next meal.
2024-06-09,Breakfast,133,125,38.75,31.99,240,6.76,Holiday,4,Moderate Waste,3.84,3.78,Cloudy,Portion sizes seem optimal; continue as is.
2024-08-30,Breakfast,138,152,47.42,36.69,203,10.73,Sports Day,2,High Waste,0.51,0.39,Rainy,Reduce portion size by 10-20% for the next meal.
2024-09-16,Dinner,246,253,41.3,35.57,205,5.73,Sports Day,4,High Waste,4.27,2.2,Sunny,Reduce portion size by 10-20% for the next meal.
2024-10-02,Breakfast,119,102,41.96,30.43,189,11.53,Staff Meeting,2,Moderate Waste,4.09,3.37,Rainy,Consider changing the menu or improving food quality.
2024-10-04,Lunch,172,159,49.79,32.83,245,16.96,Sports Day,5,Moderate Waste,1.65,0.47,Cloudy,Increase portions slightly for high energy consumption.
2024-04-25,Breakfast,148,135,33.93,26.4,196,7.53,Staff Meeting,3,Minimal Waste,2.75,0.5,Sunny,Portion sizes seem optimal; continue as is.
2024-10-31,Lunch,194,203,36.74,31.41,271,5.33,No Event,2,Minimal Waste,2.75,1.69,Rainy,Consider changing the menu or improving food quality.
2024-01-19,Breakfast,102,94,48.49,33.91,217,14.58,No Event,1,Minimal Waste,1.92,0.55,Rainy,Consider changing the menu or improving food quality.
2024-02-15,Breakfast,136,136,31.03,30.29,241,0.74,No Event,3,High Waste,3.08,1.23,Rainy,Reduce portion size by 10-20% for the next meal.
2024-06-05,Breakfast,149,163,46.04,31.91,213,14.13,No Event,3,Moderate Waste,2.82,1.95,Cloudy,Portion sizes seem optimal; continue as is.
2024-06-05,Lunch,168,183,40.64,28.18,245,12.46,Holiday,4,High Waste,3.8,0.76,Rainy,Reduce portion size by 10-20% for the next meal.
2024-08-28,Lunch,165,178,30.05,29.78,252,0.27,Staff Meeting,5,High Waste,3.57,0.9,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-03-24,Lunch,182,168,42.66,41.6,274,1.06,No Event,3,Minimal Waste,2.84,0.53,Rainy,Consider offering warm food options.
2024-08-17,Lunch,183,188,34.79,30.82,239,3.97,Holiday,2,Moderate Waste,1.88,1.59,Cloudy,Consider changing the menu or improving food quality.
2024-06-05,Dinner,213,211,46.7,30.47,320,16.23,No Event,3,Moderate Waste,1.62,1.42,Windy,Portion sizes seem optimal; continue as is.
2024-10-31,Dinner,224,206,32.81,28.93,325,3.88,Sports Day,5,Minimal Waste,4.45,1.72,Rainy,Increase portions slightly for high energy consumption.
2024-08-31,Breakfast,120,138,42.93,40.06,180,2.87,No Event,3,Minimal Waste,3.33,0.98,Sunny,Portion sizes seem optimal; continue as is.
2024-05-09,Dinner,215,201,46.33,38.99,217,7.34,Sports Day,1,Minimal Waste,1.44,0.72,Sunny,Consider changing the menu or improving food quality.
2024-05-02,Lunch,183,166,33.37,31.72,264,1.65,Staff Meeting,5,Minimal Waste,0.37,0.34,Windy,Portion sizes seem optimal; continue as is.
2024-02-13,Lunch,163,152,35.73,35.38,230,0.35,Holiday,3,Moderate Waste,1.46,0.51,Rainy,Consider offering warm food options.
2024-09-15,Dinner,234,229,49.25,25.4,312,23.85,Sports Day,2,High Waste,2.26,1.79,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-08-02,Lunch,171,180,33.85,32.65,273,1.2,Holiday,2,Moderate Waste,4.84,2.89,Cloudy,Consider changing the menu or improving food quality.
2024-08-01,Breakfast,141,131,38.24,28.3,209,9.94,Staff Meeting,2,High Waste,1.25,0.76,Windy,Reduce portion size by 10-20% for the next meal.
2024-06-28,Breakfast,119,108,38.2,28.93,193,9.27,No Event,1,High Waste,2.51,2.39,Sunny,Reduce portion size by 10-20% for the next meal.
2024-08-05,Lunch,177,192,30.43,28.71,224,1.72,No Event,4,High Waste,2.51,0.2,Rainy,Reduce portion size by 10-20% for the next meal.
2024-05-23,Breakfast,143,144,49.14,30.32,218,18.82,Sports Day,3,Moderate Waste,3.29,2.89,Windy,Increase portions slightly for high energy consumption.
2024-07-16,Lunch,176,173,39.85,36.71,260,3.14,Staff Meeting,3,Moderate Waste,1.02,0.59,Sunny,Portion sizes seem optimal; continue as is.
2024-09-05,Lunch,199,203,40.69,34.21,254,6.48,Staff Meeting,3,Minimal Waste,3.83,1.8,Rainy,Consider offering warm food options.
2024-10-17,Lunch,173,180,46.23,40.87,269,5.36,Sports Day,5,Minimal Waste,2.9,2.73,Windy,Increase portions slightly for high energy consumption.
2024-02-11,Dinner,242,249,46.95,37.97,323,8.98,Staff Meeting,4,Moderate Waste,1.58,1.0,Sunny,Portion sizes seem optimal; continue as is.
2024-07-02,Breakfast,122,116,42.09,34.34,194,7.75,No Event,1,High Waste,0.32,0.28,Rainy,Reduce portion size by 10-20% for the next meal.
2024-01-25,Breakfast,127,114,46.11,34.43,198,11.68,Holiday,1,Minimal Waste,0.79,0.16,Sunny,Consider changing the menu or improving food quality.
2024-10-30,Dinner,228,245,34.84,29.21,344,5.63,Staff Meeting,4,Moderate Waste,0.43,0.28,Cloudy,Portion sizes seem optimal; continue as is.
2024-02-17,Lunch,197,177,31.52,29.06,224,2.46,Sports Day,1,High Waste,4.2,2.46,Sunny,Reduce portion size by 10-20% for the next meal.
2024-04-14,Dinner,183,168,42.63,40.81,298,1.82,Holiday,2,High Waste,2.69,2.53,Windy,Reduce portion size by 10-20% for the next meal.
2024-10-06,Lunch,193,207,40.15,29.41,278,10.74,Sports Day,4,High Waste,2.48,1.06,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-09-19,Dinner,223,242,45.63,42.26,267,3.37,Sports Day,3,High Waste,3.98,2.09,Sunny,Reduce portion size by 10-20% for the next meal.
2024-04-06,Breakfast,127,108,34.33,25.93,199,8.4,No Event,2,Moderate Waste,4.31,3.28,Windy,Consider changing the menu or improving food quality.
2024-05-20,Dinner,231,220,45.86,40.53,345,5.33,Sports Day,3,High Waste,1.43,0.65,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-10-24,Dinner,225,205,44.92,37.71,204,7.21,No Event,5,Moderate Waste,3.82,2.17,Sunny,Portion sizes seem optimal; continue as is.
2024-03-27,Dinner,220,229,40.29,33.98,301,6.31,Staff Meeting,3,High Waste,1.23,0.87,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-04-24,Lunch,183,190,35.62,29.24,245,6.38,Sports Day,2,High Waste,2.7,2.14,Sunny,Reduce portion size by 10-20% for the next meal.
2024-05-16,Lunch,172,183,40.68,37.62,287,3.06,Sports Day,2,High Waste,4.46,2.55,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-01-26,Lunch,180,165,49.33,34.66,236,14.67,No Event,4,High Waste,3.28,0.18,Sunny,Reduce portion size by 10-20% for the next meal.
2024-08-12,Dinner,196,214,44.8,34.54,263,10.26,Holiday,5,Moderate Waste,0.38,0.23,Windy,Portion sizes seem optimal; continue as is.
2024-01-02,Breakfast,135,127,32.32,27.86,208,4.46,Holiday,4,High Waste,0.81,0.35,Windy,Reduce portion size by 10-20% for the next meal.
2024-06-02,Breakfast,110,97,31.65,30.07,235,1.58,Sports Day,1,High Waste,0.78,0.33,Sunny,Reduce portion size by 10-20% for the next meal.
2024-09-12,Breakfast,136,130,48.67,45.09,207,3.58,Holiday,5,Minimal Waste,1.83,1.26,Sunny,Portion sizes seem optimal; continue as is.
2024-07-12,Lunch,182,168,34.01,29.85,299,4.16,Sports Day,4,High Waste,4.33,2.97,Sunny,Reduce portion size by 10-20% for the next meal.
2024-06-10,Dinner,242,250,48.46,42.36,279,6.1,Staff Meeting,1,Minimal Waste,2.67,0.3,Rainy,Consider changing the menu or improving food quality.
2024-10-22,Lunch,162,157,42.87,40.46,236,2.41,Holiday,4,Moderate Waste,0.28,0.26,Windy,Portion sizes seem optimal; continue as is.
2024-04-05,Dinner,209,203,36.38,26.02,275,10.36,Sports Day,4,High Waste,1.27,1.12,Windy,Reduce portion size by 10-20% for the next meal.
2024-09-08,Lunch,175,156,44.99,28.15,262,16.84,Holiday,5,Moderate Waste,3.86,3.22,Windy,Portion sizes seem optimal; continue as is.
2024-03-25,Lunch,174,187,49.93,26.39,265,23.54,No Event,4,Moderate Waste,1.22,0.94,Windy,Portion sizes seem optimal; continue as is.
2024-07-09,Dinner,226,214,42.96,40.42,310,2.54,Holiday,1,High Waste,3.77,2.59,Windy,Reduce portion size by 10-20% for the next meal.
2024-02-02,Breakfast,109,92,37.64,32.51,248,5.13,Sports Day,2,Moderate Waste,2.68,0.26,Rainy,Consider changing the menu or improving food quality.
2024-07-26,Lunch,199,214,38.48,36.95,255,1.53,No Event,3,Moderate Waste,0.99,0.84,Sunny,Portion sizes seem optimal; continue as is.
